chrom	start	end	strand	gene
chr14	102808955	102829253	-	CINP
chr14	102829299	102968818	+	TECPR2
chr14	102973197	102976128	-	ANKRD9
chr14	103005980	103006063	+	MIR4309
chr14	103058995	103196913	+	RCOR1
chr14	103368429	103371146	+	AX746522
chr14	103243815	103377837	+	TRAF3
chr14	103388992	103397179	+	AMN
chr14	103398715	103523742	-	CDC42BPB
chr14	103566480	103576894	+	EXOC3L4
chr14	103589778	103592874	+	BC017818
chr14	103592663	103603776	+	TNFAIP2
chr14	103653557	103655365	-	LINC00605
chr14	103798010	103798704	-	BC042372
chr14	103804185	103804311	+	SNORA28
chr14	103800338	103811361	+	EIF5
chr14	103851700	103970166	+	MARK3
chr14	103985994	103989196	-	CKB
chr14	103995508	104003410	+	TRMT61A
chr14	104022880	104029151	-	BAG5
chr14	104029298	104057236	+	APOPT1
chr14	104146165	104150352	-	AX746968
chr14	104029298	104167888	+	KLC1
chr14	104153240	104156517	+	AK097119
chr14	104163953	104181823	-	XRCC3
chr14	104182080	104200005	+	ZFYVE21
chr14	104200087	104313927	-	PPP1R13B
chr14	104314057	104324386	+	LINC00637
chr14	104378624	104387903	-	C14orf2
chr14	104406762	104408645	-	RD3L
chr14	104394816	104519004	+	TDRD9
chr14	104552022	104579046	+	ASPG
chr14	104583754	104583840	-	MIR3545
chr14	104583741	104583851	+	MIR203
chr14	104605059	104647235	+	KIF26A
chr14	104975961	104979413	-	AX746996
chr14	105046055	105056183	+	C14orf180
chr14	105060419	105071097	-	TMEM179
chr14	105144030	105144086	-	MIR4710
chr14	105155942	105185947	+	INF2
chr14	105190533	105213647	+	ADSSL1
chr14	105219469	105225996	+	SIVA1
chr14	105223759	105225991	+	AF401214
chr14	105235686	105262080	-	AKT1
chr14	105266932	105271048	+	ZBTB42
chr14	105287537	105290055	+	LINC00638
chr14	105331649	105363107	+	CEP170B
chr14	105391186	105399573	+	PLD4
chr14	105403589	105444694	-	AHNAK2
chr14	105452615	105461855	+	C14orf79
chr14	105475909	105487425	-	CDCA4
chr14	105515736	105531754	-	GPR132
chr14	105607317	105635161	-	JAG2
chr14	105639273	105647660	-	NUDT14
chr14	105675622	105781914	-	BRF1
chr14	105714878	105717430	+	BTBD6
chr14	105767169	105864484	+	PACS2
chr14	105864919	105880196	+	TEX22
chr14	105886185	105937057	+	MTA1
chr14	105939274	105946507	+	CRIP2
chr14	105945707	105945729	+	HV555659
chr14	105953256	105955124	+	CRIP1
chr14	105956191	105965585	+	C14orf80
chr14	105992952	105996539	+	TMEM121
chr14	105998191	106000654	+	BC033241
chr14	106064027	106186048	-	epsilon IgE
chr14	106064223	106066546	-	immunoglobulin epsilon chain constant...
chr14	106095337	106095517	-	AY748447
chr14	106134457	106139163	-	ELK2AP
chr14	106170300	106170939	-	Ig alpha 1-[alpha]2m
chr14	106209113	106214314	-	IGHCgamma1
chr14	106230840	106239113	-	FLJ00385
chr14	106326590	106329064	-	AK128652
chr14	106066277	106330469	-	IGHE
chr14	106303098	106330469	-	IGHD
chr14	106304647	106331467	-	FLJ00382
chr14	106053224	106330469	-	IGH@
chr14	106053224	106330846	-	DKFZp686O16217
chr14	106202679	106330469	-	IGHG1
chr14	106355979	106398502	+	KIAA0125
chr14	106435818	106438358	-	ADAM6
chr14	106576813	106598011	-	BC042994
chr14	106744268	106744966	+	LINC00226
chr14	106804494	106805235	-	Z49973
chr14	106829592	106833706	-	BC011773
chr14	106938454	106951529	+	LINC00221
chr14	107034168	107035191	-	immunoglobulin heavy chain
chr14	107258704	107259792	-	LOC90925
chr15	20362687	20364420	+	BC107108
chr15	20446055	20446082	-	DQ592463
chr15	20487996	20496811	+	CHEK2P2
chr15	20588367	20711433	-	HERC2P3
chr15	20723928	23393943	+	HERC2P7
chr15	20737093	20747114	-	GOLGA6L6
chr15	20739311	102314379	+	DQ582073
chr15	20744538	28600755	+	DQ595648
chr15	20767673	20781026	+	GOLGA8CP
chr15	20770228	31086522	-	DQ600342
chr15	20771429	76072702	-	DQ582939
chr15	20771844	72901244	-	DQ578838
chr15	20776818	32894959	-	DQ572979
chr15	20870053	20961480	-	NBEAP1
chr15	21040700	22083137	-	POTEB
chr15	21122020	22145802	-	NF1P2
chr15	21145766	21198633	+	CT60
chr15	21932513	21940739	-	LOC646214
chr15	22014419	22016878	-	CXADRP2
chr15	97965	22040607	-	DQ583164
chr15	22195621	22199978	+	DQ786202
chr15	22278031	22383815	+	LOC727924
chr15	22368477	22369561	+	OR4M2
chr15	22382472	22383815	+	OR4N4
chr15	22413461	22414395	+	OR4N3P
chr15	22448275	22448786	-	AJ004954
chr15	22546564	22570831	+	REREP3
chr15	22675147	28735991	-	MIR4509-1
chr15	22702284	22715728	-	GOLGA8DP
chr15	22706525	32738555	+	DQ582448
chr15	22711520	102318034	+	DQ588687
chr15	22713140	28775588	+	DQ599733
chr15	22736245	28804944	+	GOLGA6L1
chr15	22741096	28803495	-	DQ579907
chr15	22743752	90836532	-	DQ582071
chr15	22833394	22873891	+	TUBGCP5
chr15	22892683	23003603	+	CYFIP1
chr15	23004683	23034427	-	NIPA2
chr15	23043278	23086843	-	NIPA1
chr15	23094330	23115254	-	LOC283683
chr15	23187728	23208357	-	WHAMMP3
chr15	23255241	23262743	+	GOLGA8I
chr15	23260955	75581922	-	DQ588973
chr15	23262207	43182228	-	DQ595055
chr15	23282264	23378259	-	HERC2P2
chr15	23407866	23579379	-	LOC440243
chr15	23435069	23448423	+	GOLGA8EP
chr15	23599894	23613471	+	GOLGA8S
chr15	23684611	23692390	-	LOC283685
chr15	23686020	23692390	-	GOLGA6L2
chr15	23807208	23807278	-	MIR4508
chr15	23810453	23856711	+	MKRN3
chr15	23888695	23892993	-	MAGEL2
chr15	23930553	23932450	-	NDN
chr15	24409923	24415095	-	AK124131
chr15	24409925	24415053	-	PWRN2
chr15	24778838	24832926	+	PWRN1
chr15	24920540	24928593	+	NPAP1
chr15	25068793	25244225	+	SNRPN
chr15	25200069	25244225	+	SNURF
chr15	25226921	25620623	+	SNURF-SNRPN
chr15	25227140	25228937	+	PAR-SN
chr15	25230006	25233379	+	PAR5
chr15	25277533	25281635	+	HBT8
chr15	25287120	25523556	+	SNORD109B
chr15	25296622	25296719	+	SNORD116-1
chr15	25299355	25313030	+	SNORD116-2
chr15	25302005	25318349	+	SNORD116-3
chr15	25304603	25420017	+	IPW
chr15	25304683	25304781	+	SNORD116-4
chr15	25307478	25307575	+	SNORD116-5
chr15	25315577	25315674	+	SNORD116-8
chr15	25319259	25319363	+	SNORD116-10
chr15	25321074	25321168	+	SNORD116-11
chr15	25322196	25322290	+	SNORD116-12
chr15	25324203	25325381	+	SNORD116-13
chr15	25326432	25326526	+	SNORD116-15
chr15	25327913	25328007	+	SNORD116-16
chr15	25328733	25331761	+	SNORD116-19
chr15	25330530	25330624	+	SNORD116-18
chr15	25332807	25334043	+	SNORD116-20
chr15	25335058	25335157	+	SNORD116-22
chr15	25336931	25337025	+	SNORD116-23
chr15	25337106	25337524	-	C15orf49
chr15	25339182	25339276	+	SNORD116-24
chr15	25342808	25342902	+	SNORD116-25
chr15	25344644	25346814	+	SNORD116-26
chr15	25349787	25349880	+	SNORD116-28
chr15	25351666	25351751	+	SNORD116-29
chr15	25380788	25383200	+	PAR1
chr15	25415869	25415951	+	SNORD115-1
chr15	25417781	25417863	+	SNORD115-2
chr15	25420073	25420155	+	SNORD115-3
chr15	25421978	25422060	+	SNORD115-4
chr15	25423884	25423966	+	SNORD115-5
chr15	25425643	25425725	+	SNORD115-6
chr15	25427531	25427613	+	SNORD115-7
chr15	25429452	25429534	+	SNORD115-8
chr15	25430777	25436644	+	SNORD115-9
chr15	25432682	25492573	+	SNORD115-10
chr15	25434560	25494426	+	SNORD115-11
chr15	25438467	25438549	+	SNORD115-13
chr15	25440067	25440148	+	SNORD115-14
chr15	25444594	25444676	+	SNORD115-16
chr15	25446469	25449585	+	SNORD115-17
chr15	25451408	25477615	+	SNORD115-15
chr15	25455064	25455146	+	SNORD115-22
chr15	25456838	25457180	+	PAR4
chr15	25458805	25458876	+	SNORD115-24
chr15	25460687	25460769	+	SNORD115-25
chr15	25463763	25463845	+	SNORD115-26
chr15	25465649	25465725	+	SNORD115-27
chr15	25467500	25467574	+	SNORD115-28
chr15	25470349	25470431	+	SNORD115-30
chr15	25472255	25472337	+	SNORD115-31
chr15	25474113	25474195	+	SNORD115-32
chr15	25475984	25476066	+	SNORD115-33
chr15	25479393	25479475	+	SNORD115-35
chr15	25483132	25483214	+	SNORD115-37
chr15	25484984	25485066	+	SNORD115-38
chr15	25486892	25486974	+	SNORD115-39
chr15	25488760	25488842	+	SNORD115-40
chr15	25490624	25490706	+	SNORD115-41
chr15	25496005	25496087	+	SNORD115-44
chr15	25509673	25509726	+	SNORD115-45
chr15	25513663	25513696	+	SNORD115-47
chr15	25514929	25515005	+	SNORD115-48
chr15	25582395	25684175	-	UBE3A
chr15	25917503	25919572	-	AX747189
chr15	25923859	26110317	-	ATP10A
chr15	26093893	26093972	-	MIR4715
chr15	26147506	26298267	+	LOC100128714
chr15	26360959	26378184	+	LINC00929
chr15	26788693	27184686	-	GABRB3
chr15	27111865	27194357	+	GABRA5
chr15	27189907	27194345	+	AK124673
chr15	27216428	27778373	+	GABRG3
chr15	28000022	28344458	-	OCA2
chr15	28356182	28567298	-	HERC2
chr15	28596695	28603079	-	AK302306
chr15	28623783	28778143	+	GOLGA8F
chr15	28623783	28778143	+	GOLGA8G
chr15	28768940	83146447	+	DQ578700
chr15	28801166	28801199	-	DQ600136
chr15	28806018	28807725	+	LOC283767
chr15	28834637	28836269	+	AK311660
chr15	28878268	28886727	+	AK309255
chr15	28878268	28887567	+	AK307870
chr15	28895707	28895736	+	DQ593342
chr15	28896566	28930410	+	HERC2P9
chr15	28947499	30696466	-	DQ596685
chr15	28954722	32692681	+	DQ597560
chr15	28982728	29024285	+	WHAMMP2
chr15	29033388	29034538	+	LOC100289656
chr15	29034979	29101720	+	LOC646278
chr15	29090106	29093821	-	GOLGA6L7P
chr15	29131167	29410516	+	APBA2
chr15	29412454	29862927	-	FAM189A1
chr15	29560352	29562020	-	NDNL2
chr15	29967193	29971367	+	BC043570
chr15	29992356	30114706	-	TJP1
chr15	30375893	30380247	+	AK310526
chr15	30385179	32895778	+	DQ596686
chr15	30392652	30861683	-	DQ575576
chr15	30392715	30861748	-	DQ575284
chr15	30392754	30861795	-	DQ577333
chr15	30392982	100339682	-	DQ590616
chr15	30393044	30862074	-	DQ578369
chr15	30393241	30862274	-	DQ597873
chr15	30393301	30862328	-	DQ589249
chr15	30393336	30862366	-	DQ596303
chr15	30393355	100340462	+	DQ575741
chr15	30394174	30863213	-	DQ590322
chr15	30395934	32727434	+	ULK4P3
chr15	30427989	30439395	+	GOLGA8T
chr15	30444594	30444628	-	DQ593239
chr15	30488238	30665668	+	DKFZP434L187
chr15	30653442	30685864	-	CHRFAM7A
chr15	30664843	30665673	-	DQ786262
chr15	30687435	74355242	+	DQ587888
chr15	30688277	32729663	+	DQ594669
chr15	30688320	32729699	+	DQ596319
chr15	30688374	32729759	+	DQ585847
chr15	30688574	32729956	+	DQ589803
chr15	30688640	32730018	+	DQ593983
chr15	30688853	32730246	+	DQ583847
chr15	30688903	102305583	+	DQ599785
chr15	30688965	102305647	+	DQ575242
chr15	30691303	102307373	+	DQ586415
chr15	30698915	32893206	-	LOC643699
chr15	30700507	32891611	+	FLJ00278
chr15	30847017	30847044	+	DQ582641
chr15	30864757	32727250	+	ULK4P1
chr15	30916696	30918469	+	AK310030
chr15	30916696	30977810	+	ARHGAP11B
chr15	30938316	31065209	+	LOC100288637
chr15	31110238	31119986	+	HERC2P10
chr15	31196054	31235310	+	FAN1
chr15	31231143	31283807	-	MTMR10
chr15	31293263	31453476	-	TRPM1
chr15	31357234	31357344	-	MIR211
chr15	31514970	31523050	-	LOC283710
chr15	31619082	31670102	+	KLF13
chr15	31685045	31696111	+	AK093758
chr15	31775328	32162992	-	OTUD7A
chr15	32322685	32462384	+	CHRNA7
chr15	32449483	32450313	+	DQ786280
chr15	32449488	32635000	-	DKFZp434L187
chr15	32678126	34813860	+	DQ585295
chr15	32678391	102305318	+	DQ590394
chr15	32734114	32747835	-	GOLGA8O
chr15	32812048	32825942	-	WHAMMP1
chr15	32828959	32872810	+	LOC100996255
chr15	32888448	32889841	+	AK310041
chr15	32907344	32931868	+	ARHGAP11A
chr15	32933869	32989298	+	SCG5
chr15	32962079	32963900	+	C15orf45
chr15	33009470	33011208	-	AX747968
chr15	33010204	33026870	+	GREM1
chr15	33057744	33486934	-	FMN1
chr15	33528676	33539756	-	TMCO5B
chr15	33603176	34158303	+	RYR3
chr15	34158427	34331303	-	AVEN
chr15	34261088	34357287	+	CHRM5
chr15	34376223	34394053	-	EMC7
chr15	34394273	34396591	+	PGBD4
chr15	34432874	34502297	-	KATNBL1
chr15	34517244	34522352	+	EMC4
chr15	34522196	34630265	-	SLC12A6
chr15	34633916	34635362	-	NOP10
chr15	34635515	34649931	+	NUTM1
chr15	34651088	34659395	-	LPCAT4
chr15	34671269	34682001	-	GOLGA8A
chr15	34674269	34820572	-	MIR1233-2
chr15	34679158	34679245	-	KIAA0855
chr15	34812854	34812880	+	DQ570464
chr15	34817483	34828222	-	GOLGA8B
chr15	35044641	35046782	-	GJD2
chr15	35047284	35105124	+	AK092087
chr15	35080296	35087927	-	ACTC1
chr15	35148551	35261995	-	AQR
chr15	35270541	35280497	-	ZNF770
chr15	35270689	35272181	+	BC069776
chr15	35529526	35530264	+	ANP32AP1
chr15	35663169	35838404	-	DPH6
chr15	35664456	35664565	-	MIR3942
chr15	35838395	36151202	+	DPH6-AS1
chr15	36219056	36219124	+	MIR4510
chr15	36871811	37102449	+	C15orf41
chr15	37091300	37110707	-	CSNK1A1P1
chr15	37156643	37178734	-	LOC145845
chr15	37183221	37393500	-	MEIS2
chr15	38226826	38259925	+	TMCO5A
chr15	38276966	38332682	+	BC039545
chr15	38431795	38519066	-	BC037952
chr15	38545051	38649450	+	SPRED1
chr15	38746327	38777063	+	FAM98B
chr15	38780301	38857007	-	RASGRP1
chr15	38988798	38992239	+	C15orf53
chr15	39542884	39547048	+	C15orf54
chr15	39873279	39889668	+	THBS1
chr15	39892231	40075039	-	FSIP1
chr15	40091222	40213093	-	GPR176
chr15	40226346	40327797	+	EIF2AK4
chr15	40327890	40331389	-	SRP14
chr15	40331511	40359710	+	SRP14-AS1
chr15	40380090	40401085	-	BMF
chr15	40453209	40513337	+	BUB1B
chr15	40509628	40569688	+	PAK6
chr15	40542865	40545110	-	C15orf56
chr15	40573644	40574787	-	ANKRD63
chr15	40580097	40600174	-	PLCB2
chr15	40616680	40618914	+	AL832909
chr15	40623652	40633168	-	C15orf52
chr15	40643233	40648634	+	PHGR1
chr15	40650433	40663256	+	DISP2
chr15	40674921	40686489	+	KNSTRN
chr15	40697685	40713512	+	IVD
chr15	40731919	40760441	+	BAHD1
chr15	40763159	40765357	+	CHST14
chr15	40823537	40857252	-	C15orf57
chr15	40824082	40824749	-	MRPL42P5
chr15	40861530	40866661	+	RPUSD2
chr15	40886446	40954881	+	CASC5
chr15	40985952	40987303	-	RAD51-AS1
chr15	40987326	41024356	+	RAD51
chr15	41028085	41048049	-	RMDN3
chr15	41056284	41059911	+	GCHFR
chr15	41060066	41099676	-	DNAJC17
chr15	41062158	41064648	+	C15orf62
chr15	41099273	41106767	+	ZFYVE19
chr15	41107642	41120907	-	PPP1R14D
chr15	41136245	41149853	+	SPINT1
chr15	41164411	41166487	-	RHOV
chr15	41186627	41196173	+	VPS18
chr15	41199008	41201539	+	BC031952
chr15	41221530	41231258	+	DLL4
chr15	41245635	41248717	+	CHAC1
chr15	41267987	41408340	-	INO80
chr15	41474930	41522895	-	EXD1
chr15	41523436	41574083	+	CHP1
chr15	41576200	41591795	+	OIP5-AS1
chr15	41594572	41598726	+	BC067230
chr15	41601465	41624819	-	OIP5
chr15	41624891	41673248	+	NUSAP1
chr15	41679546	41694658	-	NDUFAF1
chr15	41709301	41775761	+	RTF1
chr15	41786055	41795757	+	ITPKA
chr15	41795839	41806085	-	LTK
chr15	41809374	41836464	-	RPAP1
chr15	41851219	41871536	+	TYRO3
chr15	41913763	42062141	+	MGA
chr15	41983782	41983876	+	MIR626
chr15	42066631	42120053	+	MAPKBP1
chr15	42100588	42102743	+	BC045779
chr15	42120282	42132428	+	JMJD7
chr15	42120282	42140346	+	JMJD7-PLA2G4B
chr15	42128978	42140346	+	PLA2G4B
chr15	42140343	42186275	-	SPTBN5
chr15	42158692	42158749	-	MIR4310
chr15	42191638	42264755	-	EHD4
chr15	42273779	42342901	-	PLA2G4E
chr15	42359880	42386752	-	PLA2G4D
chr15	42433331	42448839	-	PLA2G4F
chr15	42450898	42500502	-	VPS39
chr15	42491767	42491864	-	MIR627
chr15	42502725	42565755	-	TMEM87A
chr15	42565855	42645864	+	GANC
chr15	42640300	42704515	+	CAPN3
chr15	42705020	42764516	-	ZNF106
chr15	42787503	42825259	+	SNAP23
chr15	42834719	42841002	-	LRRC57
chr15	42841010	42862190	+	HAUS2
chr15	42867856	43013196	+	STARD9
chr15	43015759	43029417	-	CDAN1
chr15	43030612	43035400	+	BC037861
chr15	43033743	43035546	-	DQ586540
chr15	43036541	43213007	-	TTBK2
chr15	43235097	43398286	-	UBR1
chr15	43425721	43477341	+	TMEM62
chr15	43477465	43489375	+	CCNDBP1
chr15	43489425	43513323	-	EPB42
chr15	43524792	43559055	-	TGM5
chr15	43568478	43594453	-	TGM7
chr15	43619973	43622820	-	LCMT2
chr15	43622871	43646096	+	ADAL
chr15	43650369	43662258	-	ZSCAN29
chr15	43663312	43698240	+	TUBGCP4
chr15	43699411	43802707	-	TP53BP1
chr15	43809805	43823818	+	MAP1A
chr15	43825659	43982247	-	PPIP5K1
chr15	43885251	43891604	+	CKMT1B
chr15	43891760	44020948	-	STRC
chr15	43922771	43959900	-	CATSPER2
chr15	43925928	43927115	-	AX748052
chr15	43985083	43991420	+	CKMT1A
chr15	44028145	44039292	-	CATSPER2P1
chr15	44038589	44064804	+	PDIA3
chr15	44064797	44091335	-	ELL3
chr15	44068695	44070150	+	BC062349
chr15	44069293	44088287	+	SERF2
chr15	44084173	44094769	+	SERF2-C15ORF63
chr15	44085856	44085957	-	MIR1282
chr15	44086371	44092295	-	SERINC4
chr15	44091555	44095241	+	HYPK
chr15	44096732	44116951	-	MFAP1
chr15	44119111	44160617	+	WDR76
chr15	44165473	44487429	-	FRMD5
chr15	44168023	44170369	-	PIN4P1
chr15	44580908	44707959	+	CASC4
chr15	44719578	44819429	+	CTDSPL2
chr15	44826702	44829121	-	EIF3J-AS1
chr15	44829265	44855001	+	EIF3J
chr15	44854893	44955876	-	SPG11
chr15	44957929	45003514	-	PATL2
chr15	45003684	45010357	+	B2M
chr15	45021218	45060025	+	TRIM69
chr15	45248899	45271421	+	C15orf43
chr15	45315301	45367287	+	SORD
chr15	45384851	45406359	-	DUOX2
chr15	45406522	45410301	+	DUOXA2
chr15	45409563	45422075	-	DUOXA1
chr15	45422191	45457774	+	DUOX1
chr15	45459411	45493373	-	SHF
chr15	45544427	45568132	+	SLC28A2
chr15	45653321	45670980	-	GATM
chr15	45670897	45672321	+	GATM-AS1
chr15	45671399	45694520	-	BC039389
chr15	45694518	45713616	+	SPATA5L1
chr15	45722726	45725647	+	C15orf48
chr15	45725247	45725327	+	MIR147B
chr15	45742462	45771942	+	AK056686
chr15	45774679	45815002	-	SLC30A4
chr15	45803333	45848928	+	HMGN2P46
chr15	45879416	45901909	+	BLOC1S6
chr15	45923345	45983492	+	SQRDL
chr15	47476402	48066420	+	SEMA6D
chr15	48413168	48434589	+	SLC24A5
chr15	48426827	48428972	-	AK021664
chr15	48431628	48470558	-	MYEF2
chr15	48483866	48495951	+	CTXN2
chr15	48483866	48596275	+	SLC12A1
chr15	48623620	48635570	+	DUT
chr15	48700502	48937985	-	FBN1
chr15	49030134	49103343	-	CEP152
chr15	49115933	49255641	-	SHC4
chr15	49170289	49172380	+	EID1
chr15	49280834	49338760	-	SECISBP2L
chr15	49417470	49447854	-	COPS2
chr15	49447975	49622002	+	GALK2
chr15	49448494	49450822	+	NDUFAF4P1
chr15	49461266	49461350	-	MIR4716
chr15	49620591	49913118	-	FAM227B
chr15	49715374	49779523	+	FGF7
chr15	49913225	49937333	+	DTWD1
chr15	50150434	50411419	-	ATP8B4
chr15	50474392	50528589	+	SLC27A2
chr15	50534145	50558162	-	HDC
chr15	50569388	50647605	-	GABPB1
chr15	50641134	50647076	-	FLJ10038
chr15	50646370	50650503	+	GABPB1-AS1
chr15	50647663	50650503	+	BX537481
chr15	50652525	50652607	+	MIR4712
chr15	50716578	50793277	+	USP8
chr15	50784502	50787028	-	AX746640
chr15	50792758	50838902	-	USP50
chr15	50849351	50979012	-	TRPM7
chr15	50999736	51057910	-	SPPL2A
chr15	51132072	51144737	-	AK091906
chr15	51200868	51298097	+	AP4E1
chr15	51236325	51238762	+	DCAF13P3
chr15	51348798	51397473	-	TNFAIP8L3
chr15	51500253	51630795	-	CYP19A1
chr15	51534386	51534461	+	MIR4713
chr15	51542453	51542483	-	DQ598506
chr15	51543546	51543582	-	DQ588654
chr15	51547794	51548182	-	aromatase cytochrome P-450 (P-450AROM)
chr15	51551890	51552606	-	DQ570035
chr15	51557725	51557755	-	DQ577752
chr15	51558439	51558475	-	DQ585809
chr15	51563750	51563786	-	DQ570558
chr15	51566742	51566778	-	DQ594218
chr15	51567269	51567300	-	DQ579404
chr15	51568560	51568591	-	DQ595419
chr15	51571251	51571280	-	DQ596480
chr15	51571425	51571483	-	DQ575060
chr15	51571575	51571606	-	DQ594981
chr15	51572986	51573445	-	DQ576445
chr15	51578189	51578224	-	DQ584012
chr15	51578440	51578490	-	DQ596502
chr15	51578707	51578757	-	DQ589218
chr15	51578925	51578955	-	DQ589533
chr15	51579276	51579305	-	DQ591628
chr15	51579552	51579609	-	DQ575848
chr15	51579643	51579684	-	DQ573334
chr15	51579760	51579791	-	DQ589081
chr15	51579857	51579930	-	DQ570455
chr15	51579964	51579995	-	DQ586227
chr15	51580183	51580245	-	DQ589222
chr15	51580359	51580388	-	DQ596958
chr15	51580414	51580471	-	DQ574553
chr15	51580871	51580940	-	DQ597104
chr15	51581042	51581075	-	DQ593878
chr15	51581135	51581177	-	DQ587578
chr15	51581296	51581327	-	DQ591221
chr15	51581605	51581640	-	DQ578051
chr15	51582058	51582095	-	DQ577970
chr15	51582198	51582232	-	DQ572519
chr15	51582267	51582298	-	DQ577197
chr15	51582486	51582530	-	DQ576221
chr15	51582799	51582837	-	DQ588253
chr15	51583124	51583176	-	DQ578013
chr15	51583222	51583274	-	DQ601543
chr15	51583428	51583499	-	DQ586374
chr15	51583791	51583828	-	DQ573812
chr15	51583923	51583957	-	DQ594762
chr15	51583981	51584039	-	DQ577476
chr15	51584105	51584148	-	DQ595618
chr15	51584184	51584218	-	DQ579954
chr15	51584347	51584383	-	DQ585102
chr15	51584569	51584604	-	DQ586940
chr15	51584694	51584723	-	DQ593177
chr15	51584725	51584758	-	DQ592264
chr15	51584946	51584998	-	DQ578940
chr15	51585086	51585116	-	DQ584158
chr15	51585224	51585272	-	DQ578873
chr15	51585559	51585606	-	DQ599294
chr15	51585635	51585685	-	DQ595015
chr15	51588124	51589178	-	DQ572923
chr15	51589751	51589811	-	DQ577875
chr15	51589957	51589988	-	DQ570267
chr15	51590388	51590442	-	DQ582266
chr15	51590457	51590493	-	DQ596795
chr15	51590892	51590922	-	DQ599297
chr15	51590960	51591000	-	DQ573486
chr15	51591112	51591143	-	DQ591901
chr15	51591384	51591428	-	DQ595884
chr15	51591428	51591479	-	DQ591360
chr15	51591579	51591620	-	DQ590886
chr15	51591641	51591671	-	DQ599277
chr15	51591675	51591706	-	DQ597610
chr15	51591796	51591827	-	DQ583962
chr15	51591834	51591862	-	DQ577380
chr15	51591904	51591964	-	DQ589180
chr15	51592244	51592286	-	DQ591818
chr15	51592524	51592595	-	DQ594922
chr15	51592820	51592850	-	DQ589785
chr15	51593082	51593303	-	T-18
chr15	51593475	51593552	-	DQ586425
chr15	51593587	51593617	-	DQ575002
chr15	51593629	51593658	-	DQ595346
chr15	51593785	51593819	-	DQ596584
chr15	51594293	51594327	-	DQ579261
chr15	51594520	51594591	-	DQ577411
chr15	51594624	51594661	-	DQ580114
chr15	51594692	51594756	-	DQ601847
chr15	51594867	51594896	-	DQ594304
chr15	51595106	51595144	-	DQ585053
chr15	51595234	51595275	-	DQ588149
chr15	51633712	51700209	+	GLDN
chr15	51739920	51914967	-	DMXL2
chr15	51973549	52013223	+	SCG3
chr15	52015260	52043650	-	LYSMD2
chr15	52043757	52108558	+	TMOD2
chr15	52121824	52221651	+	TMOD3
chr15	52201630	52204339	+	AF188711
chr15	52230221	52263958	-	LEO1
chr15	52311410	52358462	+	MAPK6
chr15	52401821	52404972	-	BCL2L10
chr15	52413122	52483565	-	GNB5
chr15	52472222	52498076	+	LOC100129973
chr15	52484514	52587995	-	MYO5C
chr15	52569313	52569397	-	MIR1266
chr15	52599479	52821247	-	MYO5A
chr15	52839431	52861364	-	ARPP19
chr15	52873517	52970953	-	FAM214A
chr15	53049159	53082209	-	ONECUT1
chr15	53805937	54055075	-	WDR72
chr15	54305100	54920806	+	UNC13C
chr15	55473511	55489231	-	RSL24D1
chr15	55495163	55582013	-	RAB27A
chr15	55609654	55611392	-	HP06981
chr15	55611132	55647846	+	PIGB
chr15	55647420	55700708	-	CCPG1
chr15	55647420	55790782	-	DYX1C1-CCPG1
chr15	55665137	55665232	-	MIR628
chr15	55700722	55710910	+	FLJ27352
chr15	55702722	55800432	-	DYX1C1
chr15	55831081	55834829	-	AK055370
chr15	55836889	55838574	-	DKFZp564G0982
chr15	55838220	55881050	-	PYGO1
chr15	55903738	56035177	-	PRTG
chr15	56119121	56285835	-	NEDD4
chr15	56379478	56535483	-	RFX7
chr15	56657643	56738072	+	TEX9
chr15	56720928	56757335	-	MNS1
chr15	56835149	56921786	-	BC037892
chr15	56922373	57210697	-	ZNF280D
chr15	57178367	57210697	-	LOC145783
chr15	57210322	57580714	+	TCF12
chr15	57592562	57599967	+	LINC00926
chr15	57668702	57842925	+	CGNL1
chr15	57669343	57699476	+	BC015433
chr15	57840992	57842916	+	AL110171
chr15	57884101	57999153	+	MYZAP
chr15	57884101	58009755	+	GCOM1
chr15	57972895	58009755	+	POLR2M
chr15	58245621	58571462	-	ALDH1A2
chr15	58430394	58478110	+	AQP9
chr15	58702774	58861073	+	LIPC
chr15	58727099	58790934	-	AX747251
chr15	58813509	58815570	+	BC034927
chr15	58888509	59042177	-	ADAM10
chr15	58982650	58985478	-	HSP90AB4P
chr15	59063392	59149734	+	FAM63B
chr15	59152981	59154098	+	unknown
chr15	59171243	59225852	-	SLTM
chr15	59279864	59389618	+	RNF111
chr15	59397283	59417244	+	CCNB2
chr15	59428167	59665071	-	MYO1E
chr15	59463381	59463461	-	MIR2116
chr15	59499014	59500785	+	LDHAL6B
chr15	59730371	59815751	+	FAM81A
chr15	59903981	59912210	+	GCNT3
chr15	59930260	59949737	-	GTF2A2
chr15	59955061	59981642	-	BNIP2
chr15	60296420	60328408	+	FOXB1
chr15	60639349	60690185	-	ANXA2
chr15	60641326	60641350	+	DJ439579
chr15	60641362	60641383	-	DJ439519
chr15	60643390	60643412	+	DJ439566
chr15	60643424	60643450	+	DJ439574
chr15	60644610	60644633	+	DJ439529
chr15	60678229	60678259	+	DJ439531
chr15	60711807	60771359	-	NARG2
chr15	60771379	60823166	+	BC035094
chr15	60780482	61521502	-	RORA
chr15	61890712	61897440	+	BC033962
chr15	62144589	62352664	-	VPS13C
chr15	62352737	62353471	+	BC028842
